Index,SSIM,RMSE,PSNR
0,0.8145366311073303,0.030248943541192674,30.38579575706466
1,0.7792382836341858,0.07692430326812165,22.278728774140752
2,0.8030086755752563,0.0646328803645031,23.790930274082292
3,0.7941762804985046,0.06823916765375718,23.319325711476857
4,0.8043602705001831,0.04745961744725422,26.473515460887803
5,0.812584400177002,0.03169469407977796,29.980268512557465
6,0.7950319647789001,0.03871548714929207,28.242305942063606
7,0.7889760732650757,0.052203517571520024,25.64600495535668
8,0.7761099934577942,0.05946539018589532,24.51471503824782
9,0.756422221660614,0.0589243186804578,24.594108988701993
10,0.8013461232185364,0.038543226974602746,28.281038278469723
11,0.7692602276802063,0.09361442060630824,20.57314465815887
12,0.81946861743927,0.037328920806786445,28.55909094036102
13,0.7866129279136658,0.038701949021523345,28.245343723544618
14,0.7638986706733704,0.07456314342201979,22.549515564081
15,0.7626993060112,0.0470259391995714,26.553250619069008
16,0.7503381371498108,0.05741627261994508,24.819300484196432
17,0.7784854769706726,0.046953835355047234,26.56657901033342
18,0.7274778485298157,0.05856966874861683,24.646544166535623
19,0.7654323577880859,0.0609158131174308,24.305399540617376
20,0.7524400353431702,0.04180229855938368,27.5759971350727
21,0.7249837517738342,0.06235184282644444,24.103014570498512
22,0.7103292942047119,0.057054869042710635,24.874145328365206
23,0.6814591288566589,0.04892461303260398,26.20945189810506
24,0.6825568675994873,0.03449369671868973,29.24520539703728
25,0.7006263732910156,0.034281502373613146,29.298803005916454
26,0.6741787195205688,0.04489892653312947,26.955280808596747
27,0.6740100383758545,0.03642612852130447,28.771739798649385
28,0.6691704392433167,0.051107208691480846,25.830356799670703
29,0.6091254353523254,0.04171316183985944,27.594537391553693
30,0.5937762260437012,0.04093730066975266,27.757615624690466
31,0.6377415060997009,0.0368590254955046,28.6691232321174
32,0.6072816252708435,0.0803033696357904,21.905324155904662
33,0.5911592245101929,0.048843476743171715,26.22386826198476
34,0.5894582867622375,0.09399231747927496,20.538153160237613
35,0.6399479508399963,0.07647750744755602,22.329325435691647
36,0.7028054594993591,0.07058847098772819,23.025324465553382
37,0.747836172580719,0.05612828527124708,25.016364013648502
38,0.7598850131034851,0.03222175042031484,29.837017869552636
39,0.8032084107398987,0.03295473671845218,29.64164272955189
40,0.748680055141449,0.0327705222641711,29.690333004462758
41,0.7407544851303101,0.12449336945206374,18.097075816713463
42,0.8022250533103943,0.05321579635227838,25.47918845383295
43,0.7646101117134094,0.038457829192016936,28.300304827885626
44,0.7501041293144226,0.0837229802676194,21.543106342284744
45,0.7735723257064819,0.05370089263621429,25.400369745842664
46,0.7933316826820374,0.04448155549898411,27.036400554904844
47,0.7764827609062195,0.046999993171463125,26.558043752471686
48,0.7481687068939209,0.03905039242024948,28.1674918061604
49,0.7199586033821106,0.03855803307044564,28.277702510050176
50,0.7315846085548401,0.0680439004674961,23.34421571198061
51,0.7775457501411438,0.030965997197783052,30.18229898731895
52,0.7421489953994751,0.0353636090160094,29.02886772361044
53,0.7399294376373291,0.073648653678945,22.656703929314205
54,0.7512099146842957,0.03815355625561487,28.369299661818765
55,0.7322486639022827,0.03758794485728989,28.499028485307164
56,0.7263338565826416,0.04495715487051585,26.944023659558454
57,0.7151331901550293,0.0614012117175339,24.236461166472424
58,0.6872496604919434,0.06200981512677196,24.150791701328835
59,0.6854163408279419,0.052514922080575094,25.594345095109613
60,0.696138322353363,0.03548653578625307,28.998728156660132
61,0.6985609531402588,0.043462031055391974,27.23779964923331
62,0.6881721019744873,0.03886506881162922,28.208811666648906
63,0.685971200466156,0.03843814352609442,28.304751505194798
64,0.6793151497840881,0.04932033173829466,26.139480201498777
65,0.6627196073532104,0.04034292966304481,27.884651336129636
66,0.6293686628341675,0.048691113888459196,26.25100573703042
67,0.7057149410247803,0.03752559096625827,28.513449294007913
68,0.7707443237304688,0.03358131368400038,29.47804678093604
69,0.7544925808906555,0.03518636724768709,29.072511224793082
70,0.7552894949913025,0.052223949552465336,25.642605403439692
71,0.7564628720283508,0.03464994499298851,29.205948532633638
72,0.7352099418640137,0.07659057934313881,22.31649260916363
73,0.794844388961792,0.02995489272900747,30.47064406785525
74,0.8081717491149902,0.031733186019371994,29.969726779866093
75,0.7788716554641724,0.06244071368828832,24.090643009703086
76,0.762658953666687,0.03548158673288256,28.99993915884441
77,0.7466669678688049,0.05723887236283483,24.84617828199649
78,0.7657248973846436,0.03414497656554179,29.3334639980308
79,0.7609269022941589,0.041424273783167695,27.654901568131486
80,0.7600171566009521,0.03821698896744159,28.354870326202516
81,0.7399507164955139,0.06477382017337059,23.772009983175405
82,0.7716835141181946,0.05133274813085343,25.792109670565075
83,0.7642551064491272,0.037748270438059194,28.462058728562944
84,0.7610677480697632,0.03965576831103858,28.033872641800333
85,0.7633688449859619,0.043170746764725314,27.29620873619828
86,0.767935574054718,0.03483945114940172,29.15857383428402
87,0.7485631704330444,0.044889887014823056,26.957030147410048
88,0.7511364221572876,0.03438582249983299,29.272411564016643
89,0.756942093372345,0.041639789962984314,27.6098295811469
90,0.7410710453987122,0.04398105015901063,27.134688551437694
91,0.7371858954429626,0.045664730001878547,26.808382094571407
92,0.7402311563491821,0.054791513369953776,25.225733948274446
93,0.7476769685745239,0.04255225156644189,27.421548997759203
94,0.7459931373596191,0.06256607779672504,24.073221336041463
95,0.7377090454101562,0.03345318901905774,29.511249724140434
96,0.7438051700592041,0.03291189750853115,29.652941700086526
97,0.7233499884605408,0.04080224304584498,27.78631878641403
98,0.738849937915802,0.05442312317834348,25.284330566865506
99,0.7413511872291565,0.037589800001466014,28.49860004323183
100,0.7749651074409485,0.037939035936219584,28.418274777654755
101,0.7750398516654968,0.03282441287690929,29.676060671376156
102,0.7790438532829285,0.04758749324664766,26.450143786323032
103,0.7811744213104248,0.04198691700972543,27.537720755064605
104,0.8062878847122192,0.030895146253119527,30.202195499548303
105,0.7923593521118164,0.03788324055535073,28.43105734651661
106,0.7945408821105957,0.0309998401295958,30.172811251759043
107,0.815260648727417,0.031445567429142986,30.04881153144332
108,0.8028762340545654,0.04423232396331783,27.08520470847727
109,0.8070924282073975,0.031820056177863466,29.94598155794494
110,0.7936252355575562,0.03680451552728012,28.681977546284088
111,0.7874244451522827,0.03868812631379716,28.248445819807813
112,0.7802799344062805,0.0388936386484872,28.20242848754715
113,0.7935235500335693,0.031706405184651947,29.977060165841046
114,0.7963278293609619,0.03470722011403147,29.191603904813
115,0.7899971604347229,0.038843149990172327,28.213710842663474
116,0.7782590389251709,0.04029628945691052,27.89469902527522
117,0.7910451889038086,0.0367243154472709,28.700925910674123
118,0.7797636389732361,0.038714997014233185,28.242414979413518
119,0.7831758260726929,0.03650317280125891,28.753387536716914
120,0.7678857445716858,0.037836300543048235,28.441826145614378
121,0.7461583614349365,0.037994870408719336,28.40550106598837
122,0.7670906782150269,0.03848140753821746,28.294981236515802
123,0.7476747632026672,0.040602978253376464,27.828841971823728
124,0.7730663418769836,0.050773344891814856,25.887284437829642
125,0.7588024139404297,0.03927070740395836,28.118625787774597
126,0.7610999345779419,0.042753551761818366,27.380556045334814
127,0.7296759486198425,0.07135353700100111,22.931689667556657
128,0.7414728403091431,0.07388966155437443,22.628326614633785
129,0.7581850290298462,0.048423504441785455,26.29887589439178
130,0.7503514289855957,0.04022663653128534,27.909725474222245
131,0.7565231323242188,0.038753779692280256,28.23371848088744
132,0.7654823660850525,0.03778362725503685,28.45392690678988
133,0.7574573159217834,0.035944687342290824,28.887305585374143
134,0.7515102624893188,0.03928450144551761,28.115575246086998
135,0.7367718815803528,0.057114275256983676,24.865106125993663
136,0.7562160491943359,0.037650925192540874,28.484487011714158
137,0.7458179593086243,0.04557566577703127,26.825339004927
138,0.7564544081687927,0.04783253388707348,26.405532298273876
139,0.7371589541435242,0.054063468046562015,25.341921912227455
140,0.7391762733459473,0.06371343870884083,23.915379286737092
141,0.7557743191719055,0.041323785659964675,27.675998154349944
142,0.7399705648422241,0.05355922774331306,25.423314091684173
143,0.7459707260131836,0.04159374611365159,27.61943935359451
144,0.739413321018219,0.053506605578610006,25.43185209244319
145,0.7432012557983398,0.05185791448080658,25.70369864509884
146,0.7514134645462036,0.0414141863288748,27.657017101823264
147,0.745287299156189,0.055151317878420786,25.16888221391924
148,0.7375870943069458,0.04241614157437594,27.44937723805272
149,0.7333972454071045,0.05996741957217405,24.441692991973206
150,0.7494031190872192,0.07115393726617894,22.9560213201195
151,0.7536002993583679,0.040402662993867036,27.87180059324884
152,0.7559475302696228,0.04215545159975486,27.502924810110496
153,0.7584006190299988,0.053075113435103835,25.50218168677852
154,0.7622924447059631,0.06097904105284032,24.29638781602558
155,0.7504260540008545,0.05512438760536765,25.17312436793089
156,0.7544348835945129,0.05050251186522205,25.933740226462895
157,0.7532401084899902,0.0547699264532242,25.229157239058555
158,0.7534478902816772,0.03968992746102651,28.02639367138081
159,0.7367188930511475,0.06325942828845095,23.9774943143371
160,0.7348983287811279,0.051966153389925315,25.685589055211988
161,0.7363367676734924,0.037286420788710306,28.568986349730757
162,0.7291309833526611,0.04776983921679506,26.41692411040705
163,0.7303048372268677,0.038190459831663484,28.36090270388308
164,0.7406339049339294,0.047805515827933104,26.410440092942476
165,0.7546539902687073,0.04526208506480625,26.88530922497405
166,0.7660230994224548,0.03571847861500601,28.94214110362004
167,0.7610126733779907,0.038625553233041,28.26250578390561
168,0.7379552125930786,0.037556667712435585,28.5062589930115
169,0.7212688326835632,0.03992203438553468,27.975746271993195
170,0.7272396087646484,0.044111768396463566,27.108910581300087
171,0.723383903503418,0.04098344857728226,27.747829660750845
172,0.7256261110305786,0.05606317073815223,25.02644641110168
173,0.7499678134918213,0.04532238466049505,26.873744721019648
174,0.7530139088630676,0.0359000330737471,28.898102961947963
175,0.7377206683158875,0.03211460208171786,29.865949030311
176,0.7275754809379578,0.045725137654644005,26.79689948394391
177,0.7621709704399109,0.03728487371104853,28.569346475851983
178,0.7642451524734497,0.038078842358060014,28.386325394009006
179,0.7466868162155151,0.0353754662871169,29.02595663539945
180,0.7267561554908752,0.0363824347391846,28.782165163145393
181,0.7348272204399109,0.05017108174682691,25.990930781370412
182,0.7560270428657532,0.03764605194120508,28.48561158471049
183,0.7652709484100342,0.03812529901871909,28.3757351210469
184,0.7145467400550842,0.09451358488242495,20.49011493051097
185,0.7626684904098511,0.055846340402610495,25.06010582586295
186,0.7786140441894531,0.030575853973278503,30.29242741727937
187,0.7546402812004089,0.07919833068726058,22.025679431848964
188,0.7807021737098694,0.03233105163730908,29.807602770799015
189,0.7524181008338928,0.061608974093168706,24.207120381607233
190,0.7211300134658813,0.059178193312688775,24.556766289134693
191,0.7415940165519714,0.062008936511725524,24.15091395128425
192,0.7116692662239075,0.06155724013134326,24.214417198411226
193,0.723782479763031,0.04071406787305791,27.80511005864743
194,0.7380078434944153,0.039460284697639236,28.076795180254408
195,0.7066848874092102,0.03275996981767355,29.69313071132952
196,0.7052059173583984,0.0754935246727852,22.441806517574054
197,0.7299395799636841,0.04460236440426467,27.012842247084254
198,0.7189047336578369,0.0508349666388434,25.87674921383806
199,0.6934732794761658,0.048075051884504165,26.361604882891566
200,0.7142319083213806,0.059121764827935935,24.565051671121676
201,0.7301613092422485,0.06848681695715515,23.28786012513429
202,0.7202286124229431,0.05579563535730272,25.06799518617608
203,0.712267279624939,0.06298994461347295,24.01457575029483
204,0.7278956770896912,0.040629230104807394,27.823228069212107
205,0.7063865661621094,0.051171749966592406,25.8193945095747
206,0.7170904278755188,0.0576982796325092,24.776742652350848
207,0.7069945931434631,0.044867228358026125,26.96141533337984
208,0.704021692276001,0.04506164812848242,26.923858479395722
209,0.7197170257568359,0.0329299180468479,29.648186345998575
210,0.7270326614379883,0.05048331332160348,25.937042795882288
211,0.7210900187492371,0.04892828681758482,26.208799392889585
212,0.7446303963661194,0.032425989470176955,29.782135403718843
213,0.7479516863822937,0.03132456957293216,30.08229772194699
214,0.7674546241760254,0.04108657830538879,27.726001090719738
215,0.7266047596931458,0.11386835120573227,18.871939933630294
216,0.6641486287117004,0.1332141958317751,17.508990071652264
217,0.7106572389602661,0.055154243417879646,25.168421700459774
