Index,SSIM,RMSE,PSNR
0,0.8639544248580933,0.05279007656852523,25.5489541616615
1,0.8795126676559448,0.06175015791887774,24.187238548180673
2,0.8070619106292725,0.1061498570187506,19.48161172963171
3,0.8289610147476196,0.1128867894157581,18.9471375688574
4,0.8824217319488525,0.06716546085791941,23.457080019576004
5,0.8711122870445251,0.06910411833738733,23.209921391762073
6,0.8720184564590454,0.05955704278588624,24.501337492291086
7,0.8721672296524048,0.05119746160112687,25.815031421089685
8,0.8809994459152222,0.07096648269602993,22.97893438254627
9,0.862599790096283,0.04431463438084105,27.069056590078535
10,0.8676326274871826,0.058848514918137584,24.60528984791339
11,0.8948986530303955,0.0520690069800607,25.668414095494178
12,0.864875078201294,0.06854392794944472,23.280620233929955
13,0.9090244174003601,0.052531520095919784,25.591600638147526
14,0.8773905038833618,0.0714784976383069,22.916491684673694
15,0.8787683248519897,0.05807697533924691,24.719920197288804
16,0.8442906737327576,0.05180564411281407,25.712458444663415
17,0.8123970031738281,0.1003025694810208,19.973758827700262
18,0.8743618726730347,0.08394152193933345,21.520463217653244
19,0.88018399477005,0.05301240374279641,25.512450062023248
20,0.8861947655677795,0.06338137148667096,23.96076735004316
21,0.8730279803276062,0.06044187184529186,24.373241886166163
22,0.7719240188598633,0.10530322943674268,19.551166193564637
23,0.9097265005111694,0.05047754141939777,25.938036123611063
24,0.8770210146903992,0.06335887816964028,23.963850419106123
25,0.8874595165252686,0.056455365402322946,24.965895546386466
26,0.8730291724205017,0.06266042753351682,24.060132924862287
27,0.8498541712760925,0.08346396282566686,21.570019981160456
28,0.885063111782074,0.07263540830694441,22.77703235636551
29,0.8758373856544495,0.049208419499199796,26.159211672616152
30,0.9118001461029053,0.03396426835798082,29.379554726728752
31,0.78911954164505,0.1474426613302216,16.62753677463496
32,0.8705839514732361,0.08859922086784358,21.051401944715874
33,0.9319289326667786,0.03338253299292964,29.529614261993594
34,0.7984329462051392,0.11798979553574775,18.563111029157465
35,0.709308385848999,0.12304766809021166,18.198532246318187
36,0.8174040913581848,0.10946253807195722,19.21468972466205
37,0.8910104036331177,0.06996203384564834,23.10275147526142
38,0.8940686583518982,0.06589360893951428,23.623134116891205
39,0.8530481457710266,0.038799276115482596,28.223527540684998
40,0.8638482093811035,0.06533391600491573,23.697226203001097
41,0.9286677837371826,0.03190769089468696,29.922092476444003
42,0.8603194355964661,0.056514303986030294,24.956832333530738
43,0.8639771342277527,0.08369791703516474,21.545707000562608
44,0.8495117425918579,0.07510391401296927,22.486748586164097
45,0.7956553101539612,0.11024098784332971,19.153138076184554
46,0.8780291080474854,0.07120158995363012,22.950206166482438
47,0.8785143494606018,0.06306823567847036,24.003786362794827
48,0.8377063274383545,0.04977484681436342,26.05980135741399
49,0.9040195345878601,0.03403194381425707,29.362264888964596
50,0.8006281852722168,0.08977328349291552,20.937057800714314
51,0.8648275136947632,0.05530327133775683,25.144983564894975
52,0.8420510292053223,0.11288263312420146,18.94745737381028
53,0.8732138872146606,0.07579848773922734,22.40678917840387
54,0.8866500854492188,0.07126541919038991,22.942423119072313
55,0.8878735303878784,0.04387555587276661,27.15554736564676
56,0.8670324683189392,0.0680873186384541,23.338675370612254
57,0.8762247562408447,0.06541750480448208,23.686120500555525
58,0.7585744261741638,0.12101065328501884,18.34352788966512
59,0.8714520931243896,0.04438775562613544,27.054736272201207
60,0.7051215767860413,0.11987706807226098,18.425277749564486
61,0.8301714062690735,0.09998309469953387,20.001468499872125
62,0.8977711200714111,0.04980365551143829,26.054775590515604
63,0.8669412136077881,0.06578540417490515,23.6374090546056
64,0.8342205286026001,0.09533144633366314,20.415276359432283
65,0.7482948899269104,0.10976239118791958,19.19092880745367
66,0.8382307887077332,0.07492811091622442,22.507104333491515
67,0.8837994337081909,0.06074375785216137,24.329966887810137
68,0.8805506229400635,0.056669389443977036,24.933029328444153
69,0.8991836905479431,0.047103455019615006,26.53894472751892
70,0.8439115881919861,0.11188394980673595,19.024644205146625
71,0.7591351866722107,0.09484462165052053,20.45974583187477
72,0.8572773933410645,0.09024837384903321,20.89121229476281
73,0.7659060955047607,0.09721398211854458,20.245425335174097
74,0.8667225241661072,0.04636344930583473,26.676485225193392
